类别,代码,收盘价,涨跌幅 %,RSI,成交量/均量比,策略评分,评级,是否新出现
股票,SBUX,86.44,-0.94,56.3,0.96,105,🔥 新强买入,是
股票,ABUS,4.56,-5.79,51.4,1.61,105,🔥 新强买入,是
股票,CTSH,73.56,-0.86,62.7,0.85,105,🔥 新强买入,是
股票,CNI,96.61,-1.29,55.2,0.68,105,🔥 新强买入,是
股票,NEE,83.99,-2.21,56.2,1.28,105,🔥 新强买入,是
股票,KRP,13.67,-0.22,61.0,1.09,105,🔥 新强买入,是
股票,UMH,15.18,0.13,60.3,0.84,105,🔥 新强买入,是
股票,A,146.89,-3.06,57.2,1.27,105,🔥 新强买入,是
股票,PFG,84.62,-0.75,61.4,1.02,105,🔥 新强买入,是
股票,HIG,133.68,0.76,68.6,0.91,105,🔥 新强买入,是
股票,MS,165.61,-2.54,56.0,1.2,105,🔥 新强买入,是
股票,ACAD,23.64,-2.03,59.0,1.17,105,🔥 新强买入,是
股票,AMPH,26.37,-5.25,55.3,1.05,105,🔥 新强买入,是
股票,ALGN,139.42,-1.6,55.8,0.8,105,🔥 新强买入,是
股票,CNK,29.95,-0.23,63.7,0.7,105,🔥 新强买入,是
股票,NWE,65.21,-3.12,65.5,1.13,105,🔥 新强买入,是
股票,RIG,4.01,-2.91,60.4,0.72,105,🔥 新强买入,是
股票,TRV,287.42,0.45,68.3,1.16,105,🔥 新强买入,是
股票,MPLX,51.95,-0.99,62.0,1.03,105,🔥 新强买入,是
股票,MAR,287.43,-1.45,63.6,1.08,100,🔥 新强买入,是
股票,BYSI,2.06,-2.83,55.8,0.39,100,🔥 新强买入,是
股票,AFBI,19.27,2.12,56.2,0.2,100,🔥 新强买入,是
股票,VZ,41.11,0.76,55.9,0.93,100,🔥 新强买入,是
股票,H,152.12,-3.02,57.5,0.82,100,🔥 新强买入,是
股票,UHS,227.57,-0.37,64.4,0.75,100,🔥 新强买入,是
股票,CBIO,12.98,-0.54,55.5,0.63,100,🔥 新强买入,是
股票,IHG,129.77,-2.04,61.0,1.07,100,🔥 新强买入,是
股票,EOG,109.24,0.46,55.1,0.7,100,🔥 新强买入,是
股票,ULTA,533.87,-0.29,55.1,1.12,100,🔥 新强买入,是
股票,CLLS,3.57,-2.19,51.3,1.58,100,🔥 新强买入,是
股票,COLB,26.87,-0.99,55.3,0.71,100,🔥 新强买入,是
股票,NKE,66.03,2.85,50.9,1.58,100,🔥 新强买入,是
股票,FOLD,9.38,-0.42,67.0,0.78,100,🔥 新强买入,是
股票,JAZZ,141.71,3.66,62.5,1.13,100,🔥 新强买入,是
股票,OMCL,35.56,-3.53,62.9,0.77,100,🔥 新强买入,是
股票,APD,263.03,0.57,56.5,0.88,100,🔥 新强买入,是
股票,CSIQ,28.62,0.56,71.3,2.26,100,🔥 新强买入,是
股票,ASND,206.45,3.63,55.2,3.9,100,🔥 新强买入,是
股票,RHP,93.85,-0.59,61.0,0.6,100,🔥 新强买入,是
股票,MRVI,3.25,0.0,56.2,0.74,100,🔥 新强买入,是
股票,AGIO,42.54,-2.5,54.5,1.13,100,🔥 新强买入,是
股票,EXPD,138.44,-1.59,68.4,0.94,100,🔥 新强买入,是
股票,TSCO,56.18,0.36,56.0,0.78,100,🔥 新强买入,是
股票,AGEN,4.33,-2.26,57.1,0.82,100,🔥 新强买入,是
股票,FOXA,65.44,-1.9,62.1,1.02,100,🔥 新强买入,是
股票,AEO,17.54,-1.52,58.1,0.7,100,🔥 新强买入,是
股票,VCEL,39.84,-1.48,65.0,0.67,100,🔥 新强买入,是
股票,AXSM,137.4,-2.46,60.7,0.91,100,🔥 新强买入,是
股票,MLCO,9.0,-0.77,61.1,0.81,100,🔥 新强买入,是
股票,COP,89.42,0.39,50.8,1.22,100,🔥 新强买入,是
股票,LVS,65.6,-1.58,71.6,1.67,100,🔥 新强买入,是
股票,IDXX,701.48,-1.69,63.0,0.85,100,🔥 新强买入,是
股票,DG,104.19,-0.02,56.0,1.19,100,🔥 新强买入,是
股票,DLTR,103.15,-2.85,55.0,0.91,100,🔥 新强买入,是
股票,ANDE,49.13,-1.42,61.5,1.04,100,🔥 新强买入,是
股票,LYFT,23.8,-3.13,64.8,1.02,100,🔥 新强买入,是
股票,AEM,168.87,-2.44,55.1,0.88,100,🔥 新强买入,是
股票,NEM,89.72,-3.6,57.0,0.77,100,🔥 新强买入,是
股票,CBL,32.38,-1.22,65.2,0.96,100,🔥 新强买入,是
股票,CBOE,259.96,-0.35,70.2,0.9,100,🔥 新强买入,是
股票,CTVA,66.2,-0.42,59.9,0.64,100,🔥 新强买入,是
股票,THG,182.23,-0.09,64.2,0.72,100,🔥 新强买入,是
股票,CVX,155.58,1.47,52.4,1.07,100,🔥 新强买入,是
股票,BP,36.49,-1.0,61.0,0.85,100,🔥 新强买入,是
股票,MTG,28.19,-0.98,56.6,0.78,100,🔥 新强买入,是
股票,ABT,129.26,0.34,55.2,0.95,100,🔥 新强买入,是
股票,ING,26.2,-1.17,64.4,0.78,100,🔥 新强买入,是
股票,WELL,191.07,-0.3,71.4,1.02,100,🔥 新强买入,是
股票,FIS,66.26,0.05,53.5,0.85,100,🔥 新强买入,是
股票,BMY,48.63,-0.92,68.8,0.9,100,🔥 新强买入,是
股票,JKHY,165.27,-1.14,65.8,0.8,100,🔥 新强买入,是
股票,SAN,10.93,-0.91,68.1,1.02,100,🔥 新强买入,是
股票,OPEN,8.56,-8.64,56.4,1.56,100,🔥 新强买入,是
股票,SLB,36.31,0.67,54.3,0.62,100,🔥 新强买入,是
股票,LUV,33.04,-0.9,55.9,0.76,100,🔥 新强买入,是
股票,JCI,120.2,-2.01,63.0,0.88,100,🔥 新强买入,是
股票,ISRG,565.51,-1.21,69.7,0.78,100,🔥 新强买入,是
股票,CMI,467.49,-2.5,62.1,0.93,100,🔥 新强买入,是
股票,CWST,88.36,1.1,49.1,1.27,100,🔥 新强买入,是
股票,LPLA,372.44,-1.11,65.0,0.57,100,🔥 新强买入,是
股票,BBVA,21.61,-1.01,68.4,0.71,100,🔥 新强买入,是
股票,HLNE,131.15,-2.49,58.3,1.13,100,🔥 新强买入,是
股票,NLY,21.78,-0.09,58.6,0.72,100,🔥 新强买入,是
股票,TMO,580.13,-1.34,67.1,1.44,100,🔥 新强买入,是
股票,SMG,58.4,-0.15,62.2,1.11,100,🔥 新强买入,是
股票,OHI,43.45,-0.5,62.0,0.78,100,🔥 新强买入,是
股票,VALE,12.38,-0.8,67.9,0.6,100,🔥 新强买入,是
股票,RAMP,29.9,-1.84,61.1,0.97,100,🔥 新强买入,是
股票,RGA,190.45,0.09,52.5,0.54,100,🔥 新强买入,是
股票,MKL,2082.15,-0.47,69.3,0.96,100,🔥 新强买入,是
股票,RLJ,7.48,-0.53,64.7,1.08,100,🔥 新强买入,是
股票,PODD,332.67,-1.24,58.6,0.99,100,🔥 新强买入,是
股票,CINF,166.01,-0.53,65.5,0.88,100,🔥 新强买入,是
股票,NMR,7.32,-0.54,58.6,0.99,100,🔥 新强买入,是
股票,EGO,28.19,-2.42,56.5,1.01,100,🔥 新强买入,是
股票,BCS,22.25,-1.16,65.3,0.84,100,🔥 新强买入,是
股票,AON,350.94,0.24,55.4,0.89,100,🔥 新强买入,是
股票,SPG,183.61,-0.11,58.0,1.06,100,🔥 新强买入,是
股票,NTR,58.87,-2.1,56.5,1.03,100,🔥 新强买入,是
股票,TRTX,9.01,-0.88,55.9,0.56,100,🔥 新强买入,是
股票,VTR,77.24,0.44,75.1,0.9,100,🔥 新强买入,是
股票,ES,73.69,0.11,56.7,0.85,95,🔥 新强买入,是
股票,BTI,54.48,-2.4,58.2,1.13,95,🔥 新强买入,是
股票,MPC,194.58,-1.18,53.9,1.07,95,🔥 新强买入,是
股票,COKE,161.47,3.62,89.3,1.74,95,🔥 新强买入,是
股票,TRGP,169.71,-0.51,61.3,0.82,95,🔥 新强买入,是
股票,GIS,47.33,1.78,48.3,1.27,95,🔥 新强买入,是
股票,FANG,144.38,-1.22,52.3,0.87,95,🔥 新强买入,是
股票,REX,32.68,-1.83,54.9,0.84,95,🔥 新强买入,是
股票,USAC,23.51,1.64,53.2,0.76,95,🔥 新强买入,是
股票,OXY,42.02,0.21,49.6,0.86,95,🔥 新强买入,是
股票,CPB,31.23,0.19,53.6,1.14,95,🔥 新强买入,是
股票,POR,50.44,-0.16,84.8,1.09,95,🔥 新强买入,是
股票,MITT,7.79,-0.38,62.1,0.73,95,🔥 新强买入,是
股票,DAL,59.91,-0.94,53.1,1.09,95,🔥 新强买入,是
股票,CHRW,151.66,-0.87,66.3,0.82,95,🔥 新强买入,是
股票,MET,79.47,-0.92,52.0,1.22,95,🔥 新强买入,是
股票,LTC,35.82,0.31,54.2,0.9,95,🔥 新强买入,是
股票,SBRA,18.68,-1.06,55.5,1.17,95,🔥 新强买入,是
股票,AKR,20.05,-0.59,55.9,0.83,95,🔥 新强买入,是
股票,JOE,58.49,-2.16,65.8,0.91,95,🔥 新强买入,是
股票,CDTX,105.99,-1.05,56.5,0.67,95,🔥 新强买入,是
股票,ARDX,5.83,-3.48,55.2,0.44,95,🔥 新强买入,是
股票,PTCT,74.95,0.0,76.5,0.7,95,🔥 新强买入,是
股票,ARWR,41.14,-0.68,60.6,0.92,95,🔥 新强买入,是
股票,ILMN,119.93,-1.68,63.6,0.79,95,🔥 新强买入,是
股票,COMM,16.73,-5.75,54.0,1.12,95,🔥 新强买入,是
股票,CIEN,194.21,-7.31,59.7,1.44,95,🔥 新强买入,是
股票,QLYS,143.32,-4.49,58.4,1.14,95,🔥 新强买入,是
股票,DE,473.41,-1.53,53.6,0.88,95,🔥 新强买入,是
股票,AIV,5.67,-0.18,39.1,1.28,95,🔥 新强买入,是
股票,AWR,75.07,-0.15,54.1,0.95,95,🔥 新强买入,是
股票,AU,80.7,-5.2,63.1,1.19,95,🔥 新强买入,是
股票,ACRE,4.87,-0.81,57.4,0.94,95,🔥 新强买入,是
股票,W,106.49,-4.68,61.6,0.75,95,🔥 新强买入,是
股票,RIVN,16.39,-6.45,61.1,0.99,95,🔥 新强买入,是
股票,YORW,32.11,0.47,55.5,0.92,95,🔥 新强买入,是
股票,HTHT,44.99,-1.01,79.1,2.17,95,🔥 新强买入,是
股票,KGC,25.51,-2.0,57.1,0.87,95,🔥 新强买入,是
股票,HST,17.57,-2.71,59.1,0.99,95,🔥 新强买入,是
股票,ZEUS,33.91,-2.05,56.0,0.51,95,🔥 新强买入,是
股票,ROST,161.83,-0.63,61.2,1.12,95,🔥 新强买入,是
