类别,代码,收盘价,涨跌幅 %,RSI,成交量/均量比,策略评分,评级,是否新出现
股票,CAT,554.03,0.09,55.2,0.97,85,✅ 买入,否
股票,TRTX,8.95,-0.67,52.9,0.89,85,✅ 买入,否
股票,TMUS,216.08,0.7,48.4,0.87,85,✅ 买入,否
股票,APLE,11.74,0.77,52.4,0.94,85,✅ 买入,否
股票,TOWN,33.22,0.39,47.8,1.05,85,✅ 买入,否
股票,TCOM,72.03,-3.34,49.7,1.51,85,✅ 买入,否
股票,SBSW,11.11,-1.42,52.5,0.69,85,✅ 买入,否
股票,MAA,130.94,0.3,47.0,0.54,85,✅ 买入,否
股票,PSEC,2.76,-0.72,52.2,0.43,85,✅ 买入,否
ETF,KRE,60.92,0.21,48.3,0.82,85,✅ 买入,否
ETF,SPY,671.93,-0.02,48.1,1.29,80,✅ 买入,否
ETF,QQQ,608.86,0.08,46.5,1.38,80,✅ 买入,否
股票,AMD,246.81,-0.46,55.1,0.85,80,✅ 买入,否
股票,AMAT,226.01,1.25,50.9,2.03,80,✅ 买入,否
股票,LRCX,148.26,-3.3,47.3,1.36,80,✅ 买入,否
股票,ZM,84.22,0.21,53.5,0.86,80,✅ 买入,否
股票,UBS,38.92,-0.38,49.9,0.82,80,✅ 买入,否
ETF,SIL,68.3,-1.41,51.5,0.73,80,✅ 买入,否
ETF,FAN,20.04,0.0,48.2,1.79,80,✅ 买入,否
ETF,GDXJ,97.44,-1.17,52.6,0.82,80,✅ 买入,否
股票,ALRM,50.3,-0.22,49.0,0.84,80,✅ 买入,否
ETF,XLK,288.15,0.54,47.3,1.56,80,✅ 买入,否
ETF,VOO,617.83,-0.03,48.1,1.37,80,✅ 买入,否
股票,SCHW,94.39,-1.02,48.6,1.19,80,✅ 买入,否
股票,APPF,247.96,0.59,48.5,0.75,80,✅ 买入,否
股票,ATNI,19.85,0.0,79.0,2.13,80,✅ 买入,否
股票,TW,109.52,-0.46,52.4,0.82,80,✅ 买入,否
股票,SR,87.0,-2.42,50.6,1.77,80,✅ 买入,否
股票,TWO,9.68,0.21,48.5,0.76,80,✅ 买入,否
股票,SRE,92.0,-0.24,51.8,1.4,80,✅ 买入,否
股票,RGA,188.71,-0.91,49.3,0.59,80,✅ 买入,否
股票,ALGT,65.96,-0.83,51.1,0.86,80,✅ 买入,否
股票,NKE,64.17,-2.82,44.8,1.25,80,✅ 买入,否
股票,WHD,41.65,0.65,53.6,0.97,80,✅ 买入,否
股票,ULTA,529.34,-0.85,52.1,1.03,80,✅ 买入,否
股票,LULU,170.68,0.6,49.4,0.53,80,✅ 买入,否
股票,RIVN,15.11,-7.81,52.7,0.98,80,✅ 买入,否
股票,T,25.59,-0.62,49.4,0.51,80,✅ 买入,否
股票,EXPE,264.66,-1.01,68.4,0.93,80,✅ 买入,否
股票,DENN,6.14,0.0,65.9,0.38,80,✅ 买入,否
股票,CW,551.56,0.99,44.4,1.31,80,✅ 买入,否
股票,WWD,260.44,-1.08,49.7,1.48,80,✅ 买入,否
股票,CALM,90.47,-1.2,47.1,0.69,80,✅ 买入,否
股票,APD,259.34,-1.4,51.8,0.6,80,✅ 买入,否
股票,TX,36.33,0.03,52.9,0.3,80,✅ 买入,否
股票,HON,199.04,-0.42,51.3,0.76,80,✅ 买入,否
股票,AIV,5.66,-0.18,38.8,0.6,80,✅ 买入,否
股票,EA,201.06,-0.14,65.8,0.77,80,✅ 买入,否
股票,LLY,1025.28,0.24,83.7,0.92,80,✅ 买入,否
股票,CNC,36.38,0.8,53.6,0.65,80,✅ 买入,否
股票,BNTX,103.09,-0.76,46.3,1.67,80,✅ 买入,否
股票,INVH,28.39,0.46,48.5,0.73,80,✅ 买入,否
股票,AEMD,4.95,4.43,43.4,0.61,80,✅ 买入,否
股票,AMPH,26.06,-1.18,53.3,0.64,80,✅ 买入,否
股票,AVB,177.7,0.41,40.9,0.86,80,✅ 买入,否
股票,RTX,175.57,0.93,55.6,0.68,80,✅ 买入,否
股票,BKYI,0.95,-2.06,58.1,0.06,80,✅ 买入,否
股票,CDTX,217.71,105.41,88.7,10.55,80,✅ 买入,否
股票,C,100.3,-0.37,50.8,0.9,80,✅ 买入,否
股票,AXP,357.18,-2.07,51.9,1.25,80,✅ 买入,否
股票,JJSF,83.09,0.63,29.0,1.25,80,✅ 买入,否
股票,AON,350.13,-0.23,54.3,0.95,80,✅ 买入,否
股票,MET,78.64,-1.04,48.5,0.88,80,✅ 买入,否
ETF,BATT,13.49,-0.95,52.7,0.49,80,✅ 买入,否
